"Evt_lab","Start","End","TotalRain","Max_Intensity","Dur_hr","PreDry_Dur_hr"
12585,2012-03-31 10:00:00,2012-03-31 17:00:00,21.84,6.6,8,159
12587,2012-04-03 22:00:00,2012-04-03 22:00:00,3.05,3.05,1,76
12589,2012-04-18 18:00:00,2012-04-18 20:00:00,2.03,1.02,3,355
12591,2012-04-21 20:00:00,2012-04-21 20:00:00,1.27,1.27,1,71
12593,2012-04-22 05:00:00,2012-04-22 11:00:00,5.33,2.03,7,8
12595,2012-05-06 17:00:00,2012-05-06 22:00:00,4.05,2.79,6,341
12597,2012-05-08 17:00:00,2012-05-08 18:00:00,6.6,6.35,2,42
12599,2012-05-09 20:00:00,2012-05-09 21:00:00,7.11,5.08,2,25
12601,2012-05-14 13:00:00,2012-05-14 22:00:00,39.37,26.92,10,111
12603,2012-05-18 16:00:00,2012-05-18 18:00:00,20.83,12.19,3,89
12605,2012-05-27 12:00:00,2012-05-28 11:00:00,41.39,9.65,24,209
12607,2012-05-28 21:00:00,2012-05-29 11:00:00,28.95,9.14,15,9
12609,2012-05-29 17:00:00,2012-05-29 17:00:00,12.7,12.7,1,5
12611,2012-06-04 21:00:00,2012-06-04 21:00:00,1.27,1.27,1,147
12613,2012-06-05 19:00:00,2012-06-05 23:00:00,18.03,6.1,5,21
12615,2012-06-06 15:00:00,2012-06-06 15:00:00,0.25,0.25,1,15
12617,2012-06-06 23:00:00,2012-06-06 23:00:00,0.51,0.51,1,7
12619,2012-06-07 07:00:00,2012-06-07 07:00:00,2.03,2.03,1,7
12621,2012-06-07 15:00:00,2012-06-07 21:00:00,3.54,1.52,7,7
12623,2012-06-09 09:00:00,2012-06-09 11:00:00,5.08,3.56,3,35
12625,2012-06-09 20:00:00,2012-06-09 21:00:00,7.11,5.33,2,8
12627,2012-06-10 06:00:00,2012-06-10 06:00:00,0.25,0.25,1,8
12629,2012-06-11 19:00:00,2012-06-11 19:00:00,2.79,2.79,1,36
12631,2012-06-12 14:00:00,2012-06-12 16:00:00,17.28,13.21,3,18
12633,2012-06-23 09:00:00,2012-06-23 18:00:00,3.05,1.78,10,256
12635,2012-06-24 14:00:00,2012-06-25 08:00:00,78.73,21.84,19,19
12637,2012-06-25 17:00:00,2012-06-26 09:00:00,84.33,34.8,17,8
12639,2012-06-26 15:00:00,2012-06-26 21:00:00,75.95,29.97,7,5
12641,2012-07-03 17:00:00,2012-07-03 18:00:00,7.37,5.59,2,163
12643,2012-07-04 20:00:00,2012-07-04 20:00:00,0.25,0.25,1,25
12645,2012-07-07 20:00:00,2012-07-07 20:00:00,27.94,27.94,1,71
12647,2012-07-16 14:00:00,2012-07-16 14:00:00,0.51,0.51,1,209
12649,2012-07-19 13:00:00,2012-07-19 14:00:00,3.3,2.79,2,70
12651,2012-07-28 15:00:00,2012-07-28 15:00:00,0.25,0.25,1,216
12653,2012-07-30 12:00:00,2012-07-30 15:00:00,8.38,5.84,4,44
12655,2012-08-02 21:00:00,2012-08-02 22:00:00,2.29,1.27,2,77
12657,2012-08-04 18:00:00,2012-08-04 20:00:00,7.11,4.06,3,43
12659,2012-08-05 02:00:00,2012-08-05 09:00:00,10.41,2.79,8,5
12661,2012-08-07 15:00:00,2012-08-07 21:00:00,3.81,2.29,7,53
12663,2012-08-12 12:00:00,2012-08-12 12:00:00,4.83,4.83,1,110
12665,2012-08-12 20:00:00,2012-08-12 21:00:00,1.01,0.76,2,7
12667,2012-08-13 17:00:00,2012-08-13 17:00:00,0.25,0.25,1,19
12669,2012-08-14 20:00:00,2012-08-14 20:00:00,5.59,5.59,1,26
12671,2012-08-16 20:00:00,2012-08-16 21:00:00,23.63,12.45,2,47
12673,2012-08-19 14:00:00,2012-08-19 14:00:00,1.27,1.27,1,64
12675,2012-08-20 15:00:00,2012-08-20 17:00:00,27.18,24.13,3,24
12677,2012-08-20 23:00:00,2012-08-20 23:00:00,0.25,0.25,1,5
12679,2012-08-21 14:00:00,2012-08-21 15:00:00,6.85,4.06,2,14
12681,2012-08-27 02:00:00,2012-08-27 02:00:00,2.54,2.54,1,130
12683,2012-08-27 08:00:00,2012-08-27 08:00:00,0.76,0.76,1,5
12685,2012-08-27 14:00:00,2012-08-27 15:00:00,1.78,1.27,2,5
12687,2012-08-28 15:00:00,2012-08-28 18:00:00,2.03,1.27,4,23
12689,2012-08-29 18:00:00,2012-08-29 20:00:00,8.89,8.38,3,23
12691,2012-09-07 15:00:00,2012-09-07 15:00:00,0.76,0.76,1,210
12693,2012-09-08 15:00:00,2012-09-09 03:00:00,5.82,2.54,13,23
12695,2012-09-12 09:00:00,2012-09-12 09:00:00,3.56,3.56,1,77
12697,2012-09-12 17:00:00,2012-09-12 17:00:00,7.11,7.11,1,7
12699,2012-09-13 12:00:00,2012-09-13 12:00:00,2.29,2.29,1,18
12701,2012-09-14 18:00:00,2012-09-14 18:00:00,0.25,0.25,1,29
12703,2012-09-17 13:00:00,2012-09-17 18:00:00,20.07,9.91,6,66
12705,2012-09-18 09:00:00,2012-09-18 14:00:00,8.64,6.35,6,14
12707,2012-09-20 11:00:00,2012-09-20 20:00:00,33.27,11.18,10,44
12709,2012-09-26 11:00:00,2012-09-26 12:00:00,11.43,10.41,2,134
12711,2012-09-30 17:00:00,2012-09-30 18:00:00,1.01,0.76,2,100
12713,2012-10-01 16:00:00,2012-10-01 16:00:00,0.25,0.25,1,21
12715,2012-10-02 14:00:00,2012-10-02 16:00:00,0.5,0.25,3,21
12717,2012-10-03 15:00:00,2012-10-03 18:00:00,27.18,17.53,4,22
12719,2012-10-04 15:00:00,2012-10-04 20:00:00,25.91,25.4,6,20
12721,2012-10-05 17:00:00,2012-10-05 17:00:00,0.76,0.76,1,20
12723,2012-10-14 03:00:00,2012-10-14 11:00:00,6.6,3.05,9,201
12725,2012-11-06 06:00:00,2012-11-06 09:00:00,1.52,1.02,4,546
12727,2012-11-07 21:00:00,2012-11-07 21:00:00,0.25,0.25,1,35
12729,2012-11-12 03:00:00,2012-11-12 05:00:00,2.03,1.27,3,101
12731,2012-12-03 08:00:00,2012-12-03 09:00:00,2.29,1.78,2,506
12733,2012-12-05 23:00:00,2012-12-05 23:00:00,0.51,0.51,1,61
12735,2012-12-06 11:00:00,2012-12-06 11:00:00,1.27,1.27,1,11
12737,2012-12-10 16:00:00,2012-12-10 20:00:00,1.77,0.76,5,100
12739,2012-12-12 06:00:00,2012-12-12 19:00:00,15.75,4.32,14,33
12741,2012-12-17 20:00:00,2012-12-17 21:00:00,0.76,0.51,2,120
12743,2012-12-20 20:00:00,2012-12-20 20:00:00,4.32,4.32,1,70
12745,2012-12-24 20:00:00,2012-12-24 23:00:00,0.75,0.25,4,95
12747,2012-12-26 11:00:00,2012-12-26 11:00:00,0.25,0.25,1,35
12749,2013-01-02 15:00:00,2013-01-02 15:00:00,1.02,1.02,1,171
12751,2013-01-03 15:00:00,2013-01-03 20:00:00,0.75,0.25,6,23
12753,2013-01-06 14:00:00,2013-01-06 21:00:00,5.59,1.78,8,65
12755,2013-01-30 23:00:00,2013-01-31 02:00:00,4.06,3.81,4,577
12757,2013-02-06 08:00:00,2013-02-06 08:00:00,0.51,0.51,1,149
12759,2013-02-13 08:00:00,2013-02-13 08:00:00,0.25,0.25,1,167
12761,2013-02-14 06:00:00,2013-02-14 11:00:00,3.3,2.03,6,21
12763,2013-02-16 15:00:00,2013-02-16 18:00:00,0.5,0.25,4,51
12765,2013-02-22 21:00:00,2013-02-22 21:00:00,0.25,0.25,1,146
12767,2013-02-24 05:00:00,2013-02-24 06:00:00,0.5,0.25,2,31
12769,2013-02-25 05:00:00,2013-02-25 23:00:00,40.89,9.14,19,22
12771,2013-02-26 08:00:00,2013-02-26 11:00:00,8.64,5.59,4,8
12773,2013-03-06 02:00:00,2013-03-06 02:00:00,1.52,1.52,1,182
12775,2013-03-11 23:00:00,2013-03-11 23:00:00,0.25,0.25,1,140
12777,2013-03-20 11:00:00,2013-03-20 12:00:00,5.08,3.56,2,203
12779,2013-03-23 12:00:00,2013-03-23 23:00:00,30.22,16,12,71
12781,2013-03-24 09:00:00,2013-03-24 12:00:00,4.07,2.54,4,9
12783,2013-04-03 17:00:00,2013-04-03 20:00:00,3.82,1.78,4,244
12785,2013-04-04 02:00:00,2013-04-04 05:00:00,0.5,0.25,4,5
12787,2013-04-04 14:00:00,2013-04-04 14:00:00,0.76,0.76,1,8
12789,2013-04-05 06:00:00,2013-04-05 12:00:00,11.17,9.65,7,15
12791,2013-04-11 20:00:00,2013-04-12 02:00:00,8.13,6.86,7,151
12793,2013-04-14 12:00:00,2013-04-14 20:00:00,9.4,4.32,9,57
12795,2013-04-19 23:00:00,2013-04-20 09:00:00,10.41,3.3,11,122
12797,2013-04-22 06:00:00,2013-04-22 09:00:00,10.41,9.65,4,44
12799,2013-04-29 20:00:00,2013-04-29 20:00:00,2.03,2.03,1,178
12801,2013-05-02 05:00:00,2013-05-03 15:00:00,36.32,6.1,35,56
12803,2013-05-04 06:00:00,2013-05-04 23:00:00,23.63,5.33,18,14
12805,2013-05-11 18:00:00,2013-05-11 18:00:00,1.52,1.52,1,162
12807,2013-05-18 20:00:00,2013-05-18 21:00:00,2.79,2.03,2,169
12809,2013-05-19 23:00:00,2013-05-19 23:00:00,1.52,1.52,1,25
12811,2013-05-20 17:00:00,2013-05-20 17:00:00,1.02,1.02,1,17
12813,2013-05-21 12:00:00,2013-05-21 14:00:00,17.27,17.02,3,18
12815,2013-06-04 12:00:00,2013-06-04 14:00:00,2.03,1.27,3,333
12817,2013-06-06 06:00:00,2013-06-06 12:00:00,25.91,10.16,7,39
12819,2013-06-06 18:00:00,2013-06-07 03:00:00,3.04,1.78,10,5
12821,2013-06-07 14:00:00,2013-06-07 14:00:00,0.25,0.25,1,10
12823,2013-06-09 15:00:00,2013-06-09 15:00:00,5.84,5.84,1,48
12825,2013-06-11 03:00:00,2013-06-11 03:00:00,0.25,0.25,1,35
12827,2013-06-14 15:00:00,2013-06-14 15:00:00,10.92,10.92,1,83
12829,2013-06-21 18:00:00,2013-06-21 18:00:00,7.62,7.62,1,170
12831,2013-06-22 14:00:00,2013-06-22 15:00:00,2.8,2.29,2,19
12833,2013-06-25 20:00:00,2013-06-25 20:00:00,0.25,0.25,1,76
12835,2013-06-28 12:00:00,2013-06-28 12:00:00,0.51,0.51,1,63
12837,2013-06-29 09:00:00,2013-06-29 09:00:00,3.56,3.56,1,20
12839,2013-06-30 14:00:00,2013-06-30 14:00:00,0.51,0.51,1,28
12841,2013-07-01 15:00:00,2013-07-02 07:00:00,6.33,2.79,17,24
12843,2013-07-02 18:00:00,2013-07-02 20:00:00,0.5,0.25,3,10
12845,2013-07-03 14:00:00,2013-07-03 14:00:00,29.72,29.72,1,17
12847,2013-07-04 20:00:00,2013-07-04 21:00:00,2.54,2.29,2,29
12849,2013-07-11 20:00:00,2013-07-11 20:00:00,2.29,2.29,1,166
12851,2013-07-13 14:00:00,2013-07-13 18:00:00,13.47,8.64,5,41
12853,2013-07-15 08:00:00,2013-07-15 09:00:00,0.5,0.25,2,37
12855,2013-07-15 21:00:00,2013-07-15 23:00:00,4.58,3.56,3,11
12857,2013-07-19 14:00:00,2013-07-19 18:00:00,2.54,1.27,5,86
12859,2013-07-20 14:00:00,2013-07-20 15:00:00,18.54,12.95,2,19
12861,2013-07-21 12:00:00,2013-07-21 15:00:00,3.55,2.79,4,20
12863,2013-07-21 21:00:00,2013-07-21 21:00:00,0.25,0.25,1,5
12865,2013-07-22 14:00:00,2013-07-22 15:00:00,6.35,3.3,2,16
12867,2013-07-24 09:00:00,2013-07-24 09:00:00,0.25,0.25,1,41
12869,2013-07-27 17:00:00,2013-07-27 17:00:00,5.84,5.84,1,79
12871,2013-07-28 17:00:00,2013-07-28 17:00:00,1.78,1.78,1,23
12873,2013-07-30 14:00:00,2013-07-30 15:00:00,17.52,13.46,2,44
12875,2013-07-31 15:00:00,2013-07-31 18:00:00,1.52,0.76,4,23
12877,2013-08-03 21:00:00,2013-08-03 21:00:00,14.73,14.73,1,74
12879,2013-08-14 14:00:00,2013-08-14 14:00:00,0.25,0.25,1,256
12881,2013-08-14 20:00:00,2013-08-14 21:00:00,27.18,13.72,2,5
12883,2013-08-15 17:00:00,2013-08-15 20:00:00,6.35,3.3,4,19
12885,2013-08-16 17:00:00,2013-08-16 21:00:00,5.33,4.32,5,20
12887,2013-08-17 20:00:00,2013-08-17 21:00:00,3.3,2.03,2,22
12889,2013-08-18 09:00:00,2013-08-18 09:00:00,0.25,0.25,1,11
12891,2013-08-19 23:00:00,2013-08-19 23:00:00,1.78,1.78,1,37
12893,2013-08-21 11:00:00,2013-08-21 11:00:00,1.27,1.27,1,35
12895,2013-08-22 08:00:00,2013-08-22 08:00:00,0.25,0.25,1,20
12897,2013-08-22 14:00:00,2013-08-22 14:00:00,0.25,0.25,1,5
12899,2013-08-23 11:00:00,2013-08-23 18:00:00,9.39,4.32,8,20
12901,2013-08-25 06:00:00,2013-08-25 09:00:00,1.27,0.76,4,35
12903,2013-08-26 12:00:00,2013-08-26 12:00:00,3.56,3.56,1,26
12905,2013-08-30 17:00:00,2013-08-30 18:00:00,6.35,5.59,2,100
12907,2013-08-31 17:00:00,2013-08-31 17:00:00,23.88,23.88,1,22
12909,2013-09-02 14:00:00,2013-09-02 14:00:00,2.03,2.03,1,44
12911,2013-09-04 18:00:00,2013-09-04 18:00:00,2.03,2.03,1,51
12913,2013-09-17 17:00:00,2013-09-17 20:00:00,19.55,10.92,4,310
12915,2013-09-18 08:00:00,2013-09-18 12:00:00,12.96,5.59,5,11
12917,2013-09-19 09:00:00,2013-09-19 14:00:00,1.27,1.02,6,20
12919,2013-09-22 15:00:00,2013-09-22 18:00:00,0.5,0.25,4,72
12921,2013-09-24 05:00:00,2013-09-24 12:00:00,29.71,9.14,8,34
12923,2013-09-25 11:00:00,2013-09-25 11:00:00,0.51,0.51,1,22
12925,2013-09-28 02:00:00,2013-09-28 02:00:00,0.51,0.51,1,62
12927,2013-10-06 14:00:00,2013-10-06 14:00:00,0.25,0.25,1,203
12929,2013-10-08 02:00:00,2013-10-08 02:00:00,0.76,0.76,1,35
12931,2013-10-08 11:00:00,2013-10-08 11:00:00,1.52,1.52,1,8
12933,2013-10-15 02:00:00,2013-10-15 03:00:00,1.52,1.27,2,158
12935,2013-10-19 18:00:00,2013-10-19 18:00:00,1.02,1.02,1,110
12937,2013-10-22 17:00:00,2013-10-22 23:00:00,4.05,2.79,7,70
12939,2013-11-02 03:00:00,2013-11-02 06:00:00,3.55,2.54,4,243
12941,2013-11-04 23:00:00,2013-11-05 09:00:00,2.79,1.27,11,64
12943,2013-11-05 20:00:00,2013-11-05 20:00:00,0.25,0.25,1,10
12945,2013-11-15 17:00:00,2013-11-15 18:00:00,0.5,0.25,2,236
12947,2013-11-17 06:00:00,2013-11-17 09:00:00,1.01,0.51,4,35
12949,2013-11-18 14:00:00,2013-11-18 18:00:00,6.09,4.06,5,28
12951,2013-11-20 17:00:00,2013-11-20 21:00:00,2.54,1.27,5,46
12953,2013-11-22 02:00:00,2013-11-22 03:00:00,0.76,0.51,2,28
12955,2013-11-26 08:00:00,2013-11-26 14:00:00,18.28,9.14,7,100
12957,2013-11-26 21:00:00,2013-11-26 23:00:00,2.04,1.02,3,6
12959,2013-12-10 15:00:00,2013-12-10 15:00:00,2.79,2.79,1,327
12961,2013-12-14 17:00:00,2013-12-15 09:00:00,7.61,2.03,17,97
12963,2013-12-28 12:00:00,2013-12-28 12:00:00,0.25,0.25,1,314
12965,2013-12-29 11:00:00,2013-12-29 11:00:00,1.52,1.52,1,22
12967,2014-01-01 12:00:00,2014-01-02 14:00:00,51.04,14.22,27,72
12969,2014-01-02 20:00:00,2014-01-02 20:00:00,1.02,1.02,1,5
12971,2014-01-10 02:00:00,2014-01-10 06:00:00,8.89,7.62,5,173
12973,2014-01-11 18:00:00,2014-01-11 18:00:00,11.18,11.18,1,35
12975,2014-01-14 02:00:00,2014-01-14 14:00:00,11.42,4.57,13,55
12977,2014-01-21 17:00:00,2014-01-21 17:00:00,1.27,1.27,1,170
12979,2014-01-28 09:00:00,2014-01-28 09:00:00,0.25,0.25,1,159
12981,2014-01-28 17:00:00,2014-01-28 17:00:00,1.02,1.02,1,7
12983,2014-01-28 23:00:00,2014-01-29 06:00:00,11.43,4.32,8,5
12985,2014-02-04 23:00:00,2014-02-04 23:00:00,0.51,0.51,1,160
12987,2014-02-05 12:00:00,2014-02-05 12:00:00,13.72,13.72,1,12
12989,2014-02-06 20:00:00,2014-02-07 02:00:00,6.35,3.05,7,31
12991,2014-02-12 18:00:00,2014-02-12 20:00:00,1.02,0.51,3,135
12993,2014-02-13 02:00:00,2014-02-13 02:00:00,0.25,0.25,1,5
12995,2014-02-15 05:00:00,2014-02-15 07:00:00,2.02,1.52,3,50
12997,2014-02-21 12:00:00,2014-02-21 15:00:00,11.68,5.33,4,148
12999,2014-02-23 12:00:00,2014-02-23 23:00:00,8.12,3.05,12,44
13001,2014-02-26 09:00:00,2014-02-26 20:00:00,7.61,2.54,12,57
13003,2014-03-05 08:00:00,2014-03-05 09:00:00,2.03,1.52,2,155
13005,2014-03-06 11:00:00,2014-03-06 14:00:00,15.49,10.41,4,25
13007,2014-03-07 05:00:00,2014-03-07 08:00:00,0.75,0.25,4,14
13009,2014-03-12 05:00:00,2014-03-12 05:00:00,6.6,6.6,1,116
13011,2014-03-16 18:00:00,2014-03-16 18:00:00,0.25,0.25,1,108
13013,2014-03-17 02:00:00,2014-03-17 20:00:00,31.48,9.4,19,7
13015,2014-03-18 02:00:00,2014-03-18 06:00:00,10.66,5.84,5,5
13017,2014-03-28 20:00:00,2014-03-29 02:00:00,4.58,1.27,7,253
13019,2014-03-29 09:00:00,2014-03-29 12:00:00,11.68,8.64,4,6
13021,2014-04-05 20:00:00,2014-04-05 20:00:00,9.4,9.4,1,175
13023,2014-04-06 06:00:00,2014-04-06 06:00:00,0.25,0.25,1,9
13025,2014-04-07 20:00:00,2014-04-08 11:00:00,43.95,15.75,16,37
13027,2014-04-15 09:00:00,2014-04-15 12:00:00,25.4,18.03,4,165
13029,2014-04-17 20:00:00,2014-04-17 20:00:00,0.25,0.25,1,55
13031,2014-04-18 11:00:00,2014-04-18 23:00:00,12.2,5.33,13,14
13033,2014-04-19 14:00:00,2014-04-19 14:00:00,8.64,8.64,1,14
13035,2014-04-19 20:00:00,2014-04-19 21:00:00,1.27,0.76,2,5
13037,2014-05-01 14:00:00,2014-05-01 14:00:00,0.51,0.51,1,280
13039,2014-05-02 06:00:00,2014-05-02 12:00:00,12.45,5.08,7,15
13041,2014-05-03 09:00:00,2014-05-03 14:00:00,5.59,4.32,6,20
13043,2014-05-11 17:00:00,2014-05-11 18:00:00,33.28,25.91,2,194
13045,2014-05-15 12:00:00,2014-05-15 18:00:00,6.34,3.3,7,89
13047,2014-05-25 20:00:00,2014-05-25 20:00:00,1.02,1.02,1,241
13049,2014-06-01 02:00:00,2014-06-01 08:00:00,10.41,9.4,7,149
13051,2014-06-01 14:00:00,2014-06-01 15:00:00,2.03,1.52,2,5
13053,2014-06-06 20:00:00,2014-06-07 03:00:00,35.31,30.73,8,124
13055,2014-06-08 14:00:00,2014-06-08 14:00:00,0.25,0.25,1,34
13057,2014-06-11 14:00:00,2014-06-11 14:00:00,0.25,0.25,1,71
13059,2014-06-12 12:00:00,2014-06-12 12:00:00,0.76,0.76,1,21
13061,2014-06-14 14:00:00,2014-06-14 15:00:00,10.41,5.33,2,49
13063,2014-06-22 18:00:00,2014-06-22 20:00:00,2.28,2.03,3,194
13065,2014-06-25 18:00:00,2014-06-25 20:00:00,3.81,3.56,3,69
13067,2014-06-29 14:00:00,2014-06-29 15:00:00,16.51,16.26,2,89
13069,2014-07-03 17:00:00,2014-07-03 18:00:00,8.38,8.13,2,97
13071,2014-07-10 15:00:00,2014-07-10 15:00:00,7.87,7.87,1,164
13073,2014-07-11 20:00:00,2014-07-11 23:00:00,6.09,3.81,4,28
13075,2014-07-16 15:00:00,2014-07-16 18:00:00,4.57,3.56,4,111
13077,2014-07-25 15:00:00,2014-07-25 15:00:00,0.51,0.51,1,212
13079,2014-08-03 02:00:00,2014-08-03 02:00:00,4.83,4.83,1,202
13081,2014-08-04 17:00:00,2014-08-04 18:00:00,0.5,0.25,2,38
13083,2014-08-11 17:00:00,2014-08-11 20:00:00,3.31,1.78,4,166
13085,2014-08-13 12:00:00,2014-08-13 14:00:00,0.76,0.51,3,39
13087,2014-08-14 15:00:00,2014-08-14 18:00:00,1.02,0.51,4,24
13089,2014-08-17 18:00:00,2014-08-17 18:00:00,1.27,1.27,1,71
13091,2014-08-18 14:00:00,2014-08-18 15:00:00,0.5,0.25,2,19
13093,2014-08-25 21:00:00,2014-08-25 21:00:00,5.08,5.08,1,173
13095,2014-08-26 12:00:00,2014-08-26 14:00:00,2.79,2.03,3,14
13097,2014-09-02 14:00:00,2014-09-02 18:00:00,2.03,1.02,5,167
13099,2014-09-05 17:00:00,2014-09-05 21:00:00,43.43,31.5,5,70
13101,2014-09-06 08:00:00,2014-09-06 11:00:00,10.67,9.4,4,10
13103,2014-09-07 05:00:00,2014-09-07 15:00:00,22.6,10.41,11,17
13105,2014-09-07 21:00:00,2014-09-07 23:00:00,4.32,3.3,3,5
13107,2014-09-08 18:00:00,2014-09-08 23:00:00,13.45,9.14,6,18
13109,2014-09-09 15:00:00,2014-09-09 18:00:00,7.62,5.59,4,15
13111,2014-09-15 20:00:00,2014-09-15 21:00:00,0.76,0.51,2,145
13113,2014-09-16 20:00:00,2014-09-16 20:00:00,1.02,1.02,1,22
13115,2014-09-19 17:00:00,2014-09-19 17:00:00,6.35,6.35,1,68
13117,2014-09-20 02:00:00,2014-09-20 02:00:00,0.25,0.25,1,8
13119,2014-09-20 12:00:00,2014-09-20 18:00:00,3.05,1.02,7,9
13121,2014-09-23 08:00:00,2014-09-23 08:00:00,0.25,0.25,1,61
13123,2014-09-29 02:00:00,2014-09-29 06:00:00,31.24,18.29,5,137
13125,2014-09-29 12:00:00,2014-09-29 21:00:00,32.26,21.08,10,5
13127,2014-10-03 17:00:00,2014-10-03 18:00:00,1.27,0.76,2,91
13129,2014-10-04 06:00:00,2014-10-04 06:00:00,3.81,3.81,1,11
13131,2014-10-13 12:00:00,2014-10-13 12:00:00,0.76,0.76,1,221
13133,2014-10-14 15:00:00,2014-10-14 15:00:00,21.08,21.08,1,26
13135,2014-10-15 03:00:00,2014-10-15 03:00:00,0.76,0.76,1,11
13137,2014-11-17 14:00:00,2014-11-17 15:00:00,23.12,18.8,2,802
13139,2014-11-23 03:00:00,2014-11-23 06:00:00,23.63,12.45,4,131
13141,2014-11-25 15:00:00,2014-11-26 05:00:00,12.18,5.33,15,56
13143,2014-12-07 15:00:00,2014-12-07 15:00:00,0.25,0.25,1,273
13145,2014-12-21 03:00:00,2014-12-21 03:00:00,0.25,0.25,1,323
13147,2014-12-21 11:00:00,2014-12-21 12:00:00,2.28,2.03,2,7
13149,2014-12-22 03:00:00,2014-12-22 08:00:00,3.29,2.79,6,14
13151,2014-12-22 15:00:00,2014-12-23 03:00:00,50.29,18.54,13,6
13153,2014-12-24 02:00:00,2014-12-24 03:00:00,1.52,0.76,2,22
13155,2014-12-24 17:00:00,2014-12-24 17:00:00,0.25,0.25,1,13
13157,2014-12-29 20:00:00,2014-12-29 20:00:00,0.25,0.25,1,122
13159,2015-01-04 17:00:00,2015-01-04 18:00:00,6.86,3.56,2,140
13161,2015-01-11 20:00:00,2015-01-11 20:00:00,0.51,0.51,1,169
13163,2015-01-12 05:00:00,2015-01-12 06:00:00,6.35,5.59,2,8
13165,2015-01-12 17:00:00,2015-01-12 18:00:00,4.06,3.81,2,10
13167,2015-01-15 17:00:00,2015-01-15 23:00:00,2.53,0.76,7,70
13169,2015-01-23 11:00:00,2015-01-23 20:00:00,18.54,5.59,10,179
13171,2015-01-24 02:00:00,2015-01-24 05:00:00,2.29,1.02,4,5
13173,2015-01-26 03:00:00,2015-01-26 03:00:00,0.25,0.25,1,45
13175,2015-02-02 11:00:00,2015-02-02 12:00:00,3.81,3.56,2,175
13177,2015-02-04 11:00:00,2015-02-05 08:00:00,17.01,3.05,22,46
13179,2015-02-09 14:00:00,2015-02-09 15:00:00,2.28,1.52,2,101
13181,2015-02-09 23:00:00,2015-02-09 23:00:00,0.25,0.25,1,7
13183,2015-02-17 08:00:00,2015-02-17 21:00:00,10.16,2.29,14,176
13185,2015-02-24 08:00:00,2015-02-24 14:00:00,3.55,2.29,7,154
13187,2015-02-26 02:00:00,2015-02-26 05:00:00,25.91,13.97,4,35
13189,2015-02-28 09:00:00,2015-02-28 09:00:00,0.25,0.25,1,51
13191,2015-03-01 02:00:00,2015-03-01 05:00:00,3.3,3.05,4,16
13193,2015-03-05 20:00:00,2015-03-05 21:00:00,3.55,2.79,2,110
13195,2015-03-21 23:00:00,2015-03-22 02:00:00,13.46,13.21,4,385
13197,2015-03-23 05:00:00,2015-03-23 06:00:00,3.81,2.03,2,26
13199,2015-03-24 20:00:00,2015-03-24 20:00:00,0.51,0.51,1,37
13201,2015-03-26 17:00:00,2015-03-27 03:00:00,3.29,1.52,11,44
13203,2015-03-27 15:00:00,2015-03-27 15:00:00,4.06,4.06,1,11
13205,2015-04-01 15:00:00,2015-04-01 15:00:00,1.27,1.27,1,119
13207,2015-04-04 18:00:00,2015-04-04 20:00:00,3.05,1.78,3,74
13209,2015-04-07 17:00:00,2015-04-07 17:00:00,0.25,0.25,1,68
13211,2015-04-12 20:00:00,2015-04-12 20:00:00,10.67,10.67,1,122
13213,2015-04-13 14:00:00,2015-04-13 20:00:00,4.57,1.78,7,17
13215,2015-04-15 06:00:00,2015-04-15 06:00:00,1.78,1.78,1,33
13217,2015-04-15 15:00:00,2015-04-15 15:00:00,0.51,0.51,1,8
13219,2015-04-15 21:00:00,2015-04-15 21:00:00,0.25,0.25,1,5
13221,2015-04-18 17:00:00,2015-04-18 18:00:00,5.58,4.06,2,67
13223,2015-04-20 17:00:00,2015-04-20 17:00:00,1.02,1.02,1,46
13225,2015-04-25 14:00:00,2015-04-25 18:00:00,22.1,17.02,5,116
13227,2015-04-28 06:00:00,2015-04-28 06:00:00,0.25,0.25,1,59
13229,2015-05-19 18:00:00,2015-05-19 20:00:00,2.54,1.27,3,515
13231,2015-05-30 12:00:00,2015-05-30 12:00:00,13.97,13.97,1,255
13233,2015-06-01 20:00:00,2015-06-01 20:00:00,18.29,18.29,1,55
13235,2015-06-02 18:00:00,2015-06-02 18:00:00,0.76,0.76,1,21
13237,2015-06-03 17:00:00,2015-06-03 17:00:00,0.51,0.51,1,22
13239,2015-06-10 11:00:00,2015-06-10 11:00:00,22.86,22.86,1,161
13241,2015-06-19 17:00:00,2015-06-19 18:00:00,13.71,12.95,2,221
13243,2015-06-21 20:00:00,2015-06-21 21:00:00,1.52,1.27,2,49
13245,2015-06-22 05:00:00,2015-06-22 06:00:00,2.04,1.02,2,7
13247,2015-06-23 02:00:00,2015-06-23 02:00:00,0.25,0.25,1,19
13249,2015-06-23 20:00:00,2015-06-23 20:00:00,0.25,0.25,1,17
13251,2015-06-25 15:00:00,2015-06-25 15:00:00,28.7,28.7,1,42
13253,2015-06-28 12:00:00,2015-06-28 23:00:00,4.57,2.29,12,68
13255,2015-06-29 11:00:00,2015-06-29 11:00:00,5.84,5.84,1,11
13257,2015-06-30 15:00:00,2015-06-30 15:00:00,0.51,0.51,1,27
13259,2015-07-02 20:00:00,2015-07-02 20:00:00,0.25,0.25,1,52
13261,2015-07-04 14:00:00,2015-07-04 18:00:00,13.45,9.65,5,41
13263,2015-07-07 14:00:00,2015-07-07 15:00:00,26.67,24.64,2,67
